Title,Authors,Year,Abstract,DOI,Publisher,citations,source,Keywords,product type,afiliacion_primer_autor,Journal
Abstraction Through Multiple Representations in an Integrated Computational Thinking Environment,"Gautam, Aakash and Bortz, Whitney and Tatar, Deborah",2020,"We present reflections based on qualitative analysis of data from the CHEM+C Project which promotes computational thinking (CT) in classrooms through integration with science classes. The curriculum utilizes multiple representations, requiring students to work with physical phenomena, chemical equations, digital simulations, and modifiable code-based representations. Much CT focus on abstraction naturally emphasizes (1) extraction of a set of features from an object or process, and (2) finding commonality between objects and processes. But Rosen encourages us to think about abstraction as also including the production of new concepts or actions. Integrating CT into science offers the possibility of enhancing this aspect of abstraction. Changing the representational affordances available to the students allows them to take their CT thinking beyond learning-to-abstract towards learning-through-abstraction. This perspective moves computation from an internally focused exercise into the expression of valued ideas in a computational medium.",10.1145/3328778.3366892,Association for Computing Machinery,244.0,ACM,,Short Communication,Australia,Journal of Computer Science
Session details: Paper Session: Computational Thinking Assessment,"Allen, Meghan",2020,,10.1145/3385575,Association for Computing Machinery,36.0,ACM,,Case Study,Italy,IEEE Transactions on Software Engineering
Leveraging Generative Conversational AI to Develop a Creative Learning Environment for Computational Thinking,"Suh, Sangho and An, Pengcheng",2022,"We explore how generative conversational AI can assist students’ learning, creative, and sensemaking process in a visual programming environment where users can create comics from code. The process of visualizing code in terms of comics involves mapping programming language (code) to natural language (story) and then to visual language (of comics). While this process requires users to brainstorm code examples, metaphors, and story ideas, the recent development in generative models introduces an exciting opportunity for learners to harness their creative superpower and researchers to advance our understanding of how generative conversational AI can augment our intelligence in creative learning contexts. We provide an overview of our system and discuss interaction scenarios to demonstrate ways we can partner with generative conversational AI in the context of learning computer programming.",10.1145/3490100.3516473,Association for Computing Machinery,27.0,ACM,,Technical Report,USA,Science Advances
A Case Study of Middle Schoolers' Use of Computational Thinking Concepts and Practices during Coded Music Composition,"Zhang, Yifan and Krug, Douglas Lusa and Mouza, Chrystalla and Shepherd, David C. and Pollock, Lori",2022,"Researchers and practitioners have demonstrated various benefits of introducing computational thinking (CT) through music composition coding. While researchers have studied the impacts on participant attitudes towards CT and their learning of CT concepts, more case studies are needed on both learning CT concepts as well as CT practices, i.e., the processes of constructing music coding projects. This paper presents a case study of middle schoolers in an informal learning environment focused on integrating music composition with coding in TunePad. Specifically, we collected and analyzed logs of coding events, final code products, and surveys to explore both CT concept use and CT practices exhibited by the participants as they completed open-ended music coding activities to create their own melodies with specific music and CT requirements and recommendations.",10.1145/3502718.3524757,Association for Computing Machinery,153.0,ACM,,Technical Report,Italy,Journal of Machine Learning Research
Session details: Paper Session: Computational Thinking B,"Maiorana, Francesco",2020,,10.1145/3385579,Association for Computing Machinery,148.0,ACM,,Conference Proceedings,Mexico,PLOS ONE
Frame Shifting as a Challenge to Integrating Computational Thinking in Secondary Mathematics Education,"Huang, Wendy and Chan, Shiau Wei and Looi, Chee Kit",2021,"In this study, we adapted the notion of framing, a theoretical construct that refers to a person's expectations about social spaces (Goffman, 1974), to investigate whether teachers viewed computational thinking (CT) according to subject-specific frames. This case study aimed to understand how teachers make connections between CT and subjects targeted for integration. Epistemological framing contributed new insights on why teachers connected CT in different ways to different subjects: frame shifting focused teachers' attention on goals and activities specific to each subject. As teachers attended to a subject's particularities, they drew upon different epistemic resources to construct their descriptions of CT. Our participants (n=6) were teachers who taught both 7th-12th grade computing and mathematics as separate subjects. Qualitative coding of interview transcripts revealed that teachers' ideas about CT in computing were strongly influenced by computer programming while their ideas about CT in mathematics corresponded with familiar ways of teaching and learning mathematics. Instead of accepting fragmented notions of CT as the price of integration into individual subjects, we propose limiting the scope when defining CT. We explain how this non-intuitive strategy can preserve the coherence of CT and how it might be used in CT professional development (PD) for mathematics teachers.",10.1145/3408877.3432400,Association for Computing Machinery,92.0,ACM,,Technical Report,India,Computers & Education
Computational thinking should just be good thinking,"Guzdial, Mark and Kay, Alan and Norris, Cathie and Soloway, Elliot",2019,Seeking to change computing teaching to improve computer science.,10.1145/3363181,Association for Computing Machinery,190.0,ACM,,Editorial,USA,Science Advances
Game modding for computational thinking: an integrated design approach,"Grizioti, Marianthi and Kynigos, Chronis",2018,"In this paper, we explore the possible contribution of game modification (or modding) process to the development of Computational Thinking skills by discussing the design of ChoiCo (Choices with Consequences), an online digital environment for game creation and modding. ChoiCo integrates three different affordances for designing its games: a map-based (GIS) game scene, a simplified database and block-based programming editors. We also present a pilot study in which Junior High School students used ChoiCo for creating mods of a given digital game, based on a three-step modding scenario.",10.1145/3202185.3210800,Association for Computing Machinery,1.0,ACM,,Conference Proceedings,Australia,Computers & Education
School-wide Integration of Computational Thinking into Elementary Schools: A Cross-case Study,"Yan, Wei and Liu, Ruohan and Israel, Maya and Sherwood, Heather and Fancsali, Cheri and Pierce, Melissa",2020,"This study investigated school-wide integration of computational thinking (CT) in elementary schools of: 1) systems-level approaches to integration; 2) teachers' understanding and implementation of CT integration, and 3) challenges to integration. Data sources include interviews with teachers, professional development (PD) providers, principals as well as implementation observations. Findings revealed three distinct approaches: (a) Lone STEM teacher implementer, (b) PD scaffolded approach, and (c) Whole school coach-in-residence approach. Teachers generally viewed CT in the context of problem-solving. Although struggles and challenges existed in all three schools, administrators, PD providers, and teachers all had a high commitment to CT integration.",10.1145/3328778.3372623,Association for Computing Machinery,208.0,ACM,,Case Study,Argentina,Computers & Education
Initial performance analysis in the evaluation of computational thinking from a gender perspective in higher education,"Rojas L\'{o}pez, Arturo and Garc\'{\i}a-Pe\~{n}alvo, Francisco Jos\'{e}",2021,"The computational thinking evaluation in last five years (2016-2020) has allowed to stablish a diagnosis for new students of Information Technologies division at the Universidad Tecnol\'{o}gica de Puebla – Mexico. The immediate benefit has been the offer of learning scenarios for the programming methodology course that impacts the retention indicator. Women and men have benefited from this strategy, but no review of the results had been conducted to determine whether there is any difference in evaluation performance from a gender perspective. As in other countries, in Mexico there is an accentuated percentage difference in terms of men´s election for higher education studies in areas of science, technology, engineering and mathematics. This article sets out the data analysis when evaluating five skills associated with the concept of computational thinking, this means, decomposition, abstraction, generalization, algorithmic design and evaluation. The conclusion of the analysis states that there is no significant gender difference in the results of evaluation. Women and men who enter to study the first semester have similar conditions and opportunities for learning the contents and consequently acquire the respective competencies.",10.1145/3486011.3486429,Association for Computing Machinery,27.0,ACM,,Short Communication,Chile,Science Advances
Cross-grade Comparison of Computational Thinking in Young Children Using Normalized Unplugged Assessment Scores,"Relkin, Emily",2022,"The acquisition of Computational Thinking (CT) skills is an essential goal of Computer Science (CS) education. Assessment of CT is critical for CS teaching and research. However, there is a paucity of developmentally appropriate CT measures designed for early elementary school children. Among existing measures, there has been little attention paid to methods for comparing CT skills across grades. In the present study, I examined the use of a normalized scoring system for comparing performance on three grade-specific versions of the TechCheck CT assessment. TechCheck is a brief, unplugged, multiple-choice instrument for children 5-9 years of age that probes six domains of CT. Baseline raw score TechCheck data from 596 students showed normal distributions with significant differences in means between grades. I calculated Z-scores and percentile ranks by grade. This normalization allowed for the comparison of CT skills within and across grades in the context of a pilot longitudinal study of the CAL-ScratchJr coding curriculum. Application of the normative scoring system showed a difference in the outcome of only 4 percentile ranks between first and second graders while raw scores indicated an improbable 45\% difference. This study demonstrates that normalized TechCheck scores that take into account differences in the score distributions across grades can improve the measurement of CT skills in the context of early childhood CS educational interventions.",10.1145/3478432.3499214,Association for Computing Machinery,29.0,ACM,,Technical Report,Canada,IEEE Transactions on Software Engineering
Attractive Educational Robotics Motivates Younger Students to Learn Programming and Computational Thinking,"Jormanainen, Ilkka and Tukiainen, Markku",2021,"Educational robotics and physical computing have proved to be good sources of motivation for students of all ages and school levels. We conducted a series of workshops in the primary schools of city of Joensuu in eastern Finland, focusing on training the fundamental computational thinking (CT) skills by using a programmable and interactive Teddy Bear toy. Educational robotics and physical computing devices have proved to be an efficient way to teach these skills regardless the students’ age group or previous background. To assess the students’ intrinsic motivation towards Teddy Bear programming, we devised a survey for workshop participants and conducted a statistical analysis to compare differences between the genders and age groups. The results of the large-scale empirical study (n=1440) show that the students at the age of 9-10 years (Grades 3-4) are significantly more motivated towards such a learning tool than the students of age 11-12 years (Grades 5-6). Furthermore, we show that especially young girls find the Teddy Bear programming motivating and they are eager to learn more. This indicates that appealing tools play a key role when teaching programming and CT concepts to young school children.",10.1145/3434780.3436676,Association for Computing Machinery,92.0,ACM,,Technical Report,UK,ACM Transactions on Graphics
Computational thinking with the web crowd using CodeMapper,"Vanvorce, Patrick and Jamil, Hasan M.",2019,"It has been argued that computational thinking should precede computer programming in the course of a career in computing. This argument is the basis for the slogan ""logic first, syntax later"" and the development of many cryptic syntax removed programming languages such as Scratch!, Blockly and Visual Logic. The goal is to focus on the structuring of the semantic relationships among the logical building blocks to yield solutions to computational problems. In this paper, we introduce a new programming platform, called the CodeMapper, in which learners are able to build computational logic in independent modules and aggregate them to create complex modules. CodeMapper is an abstract development environment in which rapid visual prototyping of systems is possible by combining already developed independent modules in logical steps.",10.1145/3297280.3298913,Association for Computing Machinery,198.0,ACM,,Conference Proceedings,Canada,ACM Transactions on Graphics
Fostering Computational Thinking through Problem-Solving at School,"Labusch, Amelie",2018,"Computational thinking has recently gained more and more relevance as problem-solving competence of the 21st century. Taking Wing's [1] grand vision into account, each student should have certain skills in computational thinking in order to be able to participate adequately in social life and in his/her future profession. Thus, the International Computer and Information Literacy Study (ICILS 2018) does in addition to other student competences also measure their achievement in computational thinking [2]. In this internationally comparative large-scale assessment with a representative sample, a sound body of information is gathered that is used, among others, to explain variation in students' achievement in computational thinking. One field that represents a national extension in Germany is problem-solving. This paper presents a PhD project that focuses on this field and provides an analysis model that examines the relationship between students' self-perceived problem-solving skills and their computational thinking skills, taking into account further variables of influence and aims to explain variation in students' achievement of computational thinking.",10.1145/3230977.3231019,Association for Computing Machinery,130.0,ACM,,Short Communication,Spain,Journal of Machine Learning Research
Integrating Computational Thinking into the Process of Learning Artificial Intelligence,"Shih, Wen-Chung",2019,"In recent years, computational thinking has once again received attention widely. Computational thinking is generally considered to be the ability to be acquired. However, this study is to use computational thinking as part of the learning method. In order to explore the application of computational thinking in teaching, this study first collected the main review papers, as well as the literature on the assessment of computational thinking, and examined their views. Then, this study proposes a learning method that integrates computational thinking into experiential learning theory and applies it to learning artificial intelligence techniques.",10.1145/3345120.3345134,Association for Computing Machinery,36.0,ACM,,Research Article,Germany,Nature Communications
StoryCoder: Teaching Computational Thinking Concepts Through Storytelling in a Voice-Guided App for Children,"Dietz, Griffin and Le, Jimmy K and Tamer, Nadin and Han, Jenny and Gweon, Hyowon and Murnane, Elizabeth L and Landay, James A.",2021,"Computational thinking (CT) education reaches only a fraction of young children, in part because CT learning tools often require expensive hardware or fluent literacy. Informed by needfinding interviews, we developed a voice-guided smartphone application leveraging storytelling as a creative activity by which to teach CT concepts to 5- to 8-year-old children. The app includes two storytelling games where users create and listen to stories as well as four CT games where users then modify those stories to learn about sequences, loops, events, and variables. We improved upon the app design through wizard-of-oz testing (N = 28) and iterative design testing (N = 22) before conducting an evaluation study (N = 22). Children were successfully able to navigate the app, effectively learn about the target computing concepts, and, after using the app, children demonstrated above-chance performance on a near transfer CT concept recognition task.",10.1145/3411764.3445039,Association for Computing Machinery,76.0,ACM,,Review Paper,Japan,Computers & Education
"""Look at Our Smart Shoe"" - a Scalable Online Concept for Introducing Design as Part of Computational Thinking in Grades 1-6","Mannila, Linda and Skog, Mia",2023,"While programming is a process covering many stages, many of the tasks K-12 students meet at school are small with little need for, e.g., analysis or design. These earlier phases are, however, important to let children meet open-ended problems, brainstorm solutions and ideate their own creative designs. In this paper we present a model for an online, scalable and scaffolded design workshop for covering such aspects at K-12 level. Through a case study with 1200 students and 60 teachers on IoT and smart things, we describe the workshop and the resulting designs. While the students managed to design their own artifacts, more time had been needed for covering ethical aspects related to technology design. The results suggest creating separate workshops for different grade levels, and also for design and ethical aspects respectively. Moreover, additional resources could support teachers in continuing the discussion with the students after the workshop.",10.1145/3585088.3589377,Association for Computing Machinery,81.0,ACM,,Research Article,USA,Nature Communications
Using Computational Thinking to Transform Elementary Mathematics Instruction,"Rich, Kathryn M.",2018,Computer science (CS) education advocates argue that integration of computational thinking (CT) into instruction in other subjects has promise for providing a strong foundation in computer science ideas for elementary school students. Less attention has been given to the role that CT may play in improving learning in subjects other than computer science. This document summarizes my plans to study how teaching elementary level mathematics through computational thinking practices can improve mathematics learning.,10.1145/3230977.3231010,Association for Computing Machinery,217.0,ACM,,Conference Proceedings,Germany,PLOS ONE
From computational thinking to computational action,"Tissenbaum, Mike and Sheldon, Josh and Abelson, Hal",2019,Envisioning computing education that both teaches and empowers.,10.1145/3265747,Association for Computing Machinery,41.0,ACM,,Case Study,Spain,IEEE Transactions on Software Engineering
Meri Kahani: A Gamified Solution to Teach Computational Thinking to Female Teenagers in Low Resource Communities,"Masood, Mehreen and Khawaja, Mujtaba Ahmed and Sharif, Muhammad Shehryaar and Iqbal, Omer and Mehmood Butt, Momin and Shahid, Suleman",2021,"This paper describes the design of a mobile based gaming application - Meri Kahani - created to teach computational thinking skills to school going teenagers in underdeveloped areas of Pakistan. We explore the use of gamification to teach computational thinking through level-based learning in a Pakistani context. This paper's final design demonstrates how gamified learning, rewarding techniques, and feminine themes can be used to attract female teenagers towards computational thinking. This paper also discusses the evaluation and usability testing results conducted on 16 school-going female teenagers. We hope that through this study, we have taken the first step towards nurturing an interest in young females for computational thinking and overcoming the gender gap that adversely affects female involvement in Computer Science in Pakistan.",10.1145/3411763.3451776,Association for Computing Machinery,143.0,ACM,,Technical Report,Mexico,Science Advances
Computational Thinking in the Mathematics Classroom: Fostering Algorithmic Thinking and Generalization Skills Using Dynamic Mathematics Software,"van Borkulo, Sylvia and Chytas, Christos and Drijvers, Paul and Barendsen, Erik and Tolboom, Jos",2021,"There are increasing calls for mathematics teachers to foster computational thinking (CT) skills in their lessons and align them with existing curricula and national educational policies. Algorithmic thinking (AT) and generalization are two key elements of CT that are often underrepresented in traditional mathematics lessons. This study investigated how to address AT and generalization aspects in 12th-grade calculus lessons using the dynamic mathematics software GeoGebra. We present a six-lesson intervention designed by an interdisciplinary team of researchers and teachers with a background in computer science and mathematics education that aims to foster pre-university students’ AT and generalization skills in calculus lessons. We evaluated the intervention in a 15 students classroom in the Netherlands through the analysis of students’ workbooks, files, interviews, and the teacher’s logbook. The findings suggest that the intervention was favorably seen by both the teacher and the students, and that their learning and teaching experience was highly satisfactory. The most common challenges for successfully completing the designed material included issues related to getting familiar with GeoGebra, syntax, and effectively using conditional statements. Finally, we report on the learning and teaching experience and discuss strategies to address AT and generalization aspects for teachers who wish to address such CT aspects in mathematics lessons.",10.1145/3481312.3481319,Association for Computing Machinery,138.0,ACM,,Short Communication,Argentina,Journal of Machine Learning Research
Integrating Computing and Computational Thinking into K-12 STEM Learning,"Grover, Shuchi and Fisler, Kathryn and Lee, Irene and Yadav, Aman",2020,"Policymakers believe that preparing all students from the earliest grades to high school for a new future of STEM+Computing (STEM+C) integration involves teaching them not only the science and math central to these areas, but also how computational thinking is integral to STEM disciplines. This panel brings together four researchers who focus on research and development of interdisciplinary approaches to the integration of computing within STEM teaching and learning for preK-12 students. They will share the most impactful, practical, and promising approaches to STEM+C integration, their pros and cons, challenges, and key insights to successful STEM+C integration at all grade levels.",10.1145/3328778.3366970,Association for Computing Machinery,238.0,ACM,,Short Communication,UK,Science Advances
From computational thinking to computational empowerment: a 21st century PD agenda,"Iversen, Ole Sejer and Smith, Rachel Charlotte and Dindler, Christian",2018,"We propose computational empowerment as an approach and a Participatory Design response to challenges related to digitalization of society and the emerging need for digital literacy in K12 education. Our approach extends the current focus on computational thinking to include contextual, human-centred and societal challenges and impacts involved in students' creative and critical engagement with digital technology. Our research is based on the FabLab@School project, in which a PD approach to computational empowerment provided opportunities as well as further challenges for the complex agenda of digital technology in education. We argue that PD has the potential to drive a computational empowerment agenda in education by connecting political PD with contemporary visions for addressing a future digitalized labour market and society.",10.1145/3210586.3210592,Association for Computing Machinery,69.0,ACM,,Technical Report,Brazil,Nature Communications
HyperCubes: A Playful Introduction to Computational Thinking in Augmented Reality,"Fuste, Anna and Schmandt, Chris",2019,"We present HyperCubes, an Augmented Reality (AR) platform to foster computational literacy. Using paper cubes as AR markers and spatial tracking, the user becomes familiar with sequences of instructions as coding blocks. We leverage spatial cognition as a means to improve understanding of procedural and sequential models. We have performed two pilot studies for an iterative and user centered design of the platform. With a final qualitative user study we address engagement levels and the educational potential of the platform. We argue that by using spatial cognition and the flexibility of the AR medium, a playful introduction to basic computational thinking concepts can be presented in late elementary school and middle school children.",10.1145/3341215.3356264,Association for Computing Machinery,78.0,ACM,,Research Article,China,PLOS ONE
Testing a design-based learning approach to enhance elementary students’ computational thinking with experience-sampling method,"Li, Xing and Zhang, Yi and Huang, Jing",2022,"Computational Thinking (CT) is regarded as a key competency for k-12 children in the 21st century. In this project, a design-based learning (DBL) approach was proposed to improve elementary school students’ CT. This approach included programming skills learning and STEM practices with authentic real-life contexts. We assessed CT in a more accurate manner with experience-sampling methodology (ESM). A quasi-experiment study was carried out to assess how the intervention was associated with students’ self-perceived CT skills using event-based experience-sampling methodology. Forty sixth graders engaged in the curriculum units to create artifacts that solve specific real-world problems using Arduino electronic kits and Mind+ programming software. Results revealed that students’ self-perceived CT skills increased to a greater extent statistically. Using the experience sampling method, students’ self-perceived CT skills has different fluctuations in different stages of DBL, at the third phase of designing artifact, there is a significant decrease because learners are unfamiliar at the beginning of complicated cooperation in depth, which is likely to produce discourse conflicts and reduce efficiency. With the intervention of teachers, learners begin to improve greatly in the later stage. Learners have the highest CT in the iteration and improvement phases of prototype making and the final demonstration stage. In addition, collaboration plays an extremely important role in DBL, especially in the design phase. This study contributes to research in DBL teaching approach, CT instruction, its application in STEM education in particular, and how it can be used in elementary level education in general.",10.1145/3488838.3488842,Association for Computing Machinery,150.0,ACM,,Short Communication,Canada,Computers & Education
What Do We Know about Assessing Computational Thinking? A New Methodological Perspective from the Literature,"Liu, Ruohan and Luo, Feiya and Israel, Maya",2021,"Developing computational thinking (CT) assessment methods appropriate for elementary students is attracting growing attention as CT research in elementary education progresses. To review the current elementary CT assessments for potential gaps, and seek additional methodologies to expand our understanding of CT, an integrative literature review of 75 research papers was performed in two phases. In Phase One, we conducted a critical analysis of existing elementary CT assessment studies. Key results include: 1) Artifact analysis, CT assessment items, and interviews are the most common methods utilized to assess CT in elementary grades; 2) Existing CT assessments primarily focus on students' computational artifacts and performance on CT tests; however, strategies to study students' thought processes during CT problem-solving are limited and under-utilized. Guided by the results of phase one, along with the theoretical perspective that connected CT to visual processing ability, in phase two we performed a survey of literature in the area of understanding cognitive processes through eye-tracking (i.e., visual attention) and think-aloud methodologies (i.e., verbalization). We focused on eye-tracking and think-aloud methodologies as these have been used to understand students' cognitive processes during problem-solving in other areas. Based on these findings, we proposed that in addition to current established methodologies, eye-tracking with the think-aloud technique can provide new insights into students' CT.",10.1145/3430665.3456380,Association for Computing Machinery,239.0,ACM,,Case Study,Canada,PLOS ONE
Design and Evaluation of a Collaborative Online Computational Thinking Course,"Smith, Rebecca and Rixner, Scott",2020,"For online courses to be an effective alternative to face-to-face courses, they must provide equivalent levels of interaction, engagement, supervision, and support. This paper analyzes and compares the experiences of students in face-to-face and online sections of the same introductory course taught by the same instructor. The course heavily utilizes team-based active learning, and effort was put into maintaining comparable group experiences in the online section. An analysis of student opinions and objective outcomes revealed only minor differences between the two sections. Notably, there were no statistically significant variations in students' overall grades, self reported confidence, or course evaluation ratings, indicating that high quality student experiences and outcomes can be achieved when migrating active learning to an online format.",10.1145/3341525.3387388,Association for Computing Machinery,154.0,ACM,,Short Communication,UK,IEEE Transactions on Software Engineering
Eye Tracking to Evaluate Comprehension of Computational Thinking,"Arslanyilmaz, Abdurrahman and Corpier, Kendra",2019,"concepts (CTCs), specifically in block-based programming environments like Scratch, has been challenging, and assessment instruments developed and presented in prior studies either do not provide a complete picture about students' cognitive processes or they are not easy-to-administer, subjective, or requires lengthy analysis of qualitative data. Eye-tracking has become one of the most popular methods to study what individuals view, in what order, for how long, and how often, and it is a technology that could give us a window into students' cognitive processes and could be used as an assessment tool for comprehension of CTCs [1].This study presents eye-tracking technology as an objective, non-intrusive, and easy-to-administer assessment instrument to measure students' comprehension of core CTCs including sequences, loops, events, parallelism, conditionals, operators, data, motion, looks, sound, pen, and sensing. It explores gradual changes in students' comprehension of CTCs as reflected on three eye-gaze data as a proxy; FD (Fixation Duration), SA (Saccade Amplitudes), and RF (Regression Frequency).",10.1145/3304221.3325555,Association for Computing Machinery,61.0,ACM,,Editorial,Spain,Science Advances
Using cultural viewpoint metaphors in the analysis of computational thinking teaching,"de Oliveira, Gabriela A. Araujo and Assun\c{c}\~{a}o, Oto Braz and Prates, Raquel Oliveira",2019,"There are several experience reports on teaching computational thinking (CT) to children in a playful way. However, we did not find in the literature any studies presenting a well defined proposal of types of tools or methods that could be adopted to teach different concepts of computational thinking. Therefore, we investigate whether Cultural Viewpoint Metaphors (CVM) could be a good way to analyze, classify, and indicate which CT tools and teaching approaches existing studies are addressing. We first analyze existing research on teaching computational thinking to middle school students in Brazil. Then, the tools and methods used in those works in light of CVM. Our findings show positive results regarding the possibility of using CVM as a foundation to classify tools and methods for teaching CT.",10.1145/3357155.3358466,Association for Computing Machinery,156.0,ACM,,Research Article,UK,Nature Communications
Combining Data-Driven Models and Expert Knowledge for Personalized Support to Foster Computational Thinking Skills,"Lall\'{e}, S\'{e}bastien and Yal\c{c}\i{}n, \""{O}zge Nilay and Conati, Cristina",2021,"Game-Design (GD) environments show promise in fostering Computational Thinking (CT) skills at a young age. However, such environments can be challenging to some students due to their highly open-ended nature. We propose to alleviate this difficulty by learning interpretable student models from data that can drive personalization of a real-world GD learning environment to the student’s needs. We apply our approach on a dataset collected in ecological settings and evaluate the ability of the generated student models at predicting ineffective learning behaviors over the course of the interaction. We then discuss how these behaviors can be used to define personalized support in GD learning activities, by conducting extensive interviews with experienced instructors.",10.1145/3448139.3448175,Association for Computing Machinery,208.0,ACM,,Editorial,UK,Nature Communications
User interface design analysis pertaining to computational thinking framework,"Semiawan, Transmissia",2019,"Computational Thinking (CT) has been considered as a problem solving approach that involving fundamental thinking processes which include decomposition, pattern recognition, abstraction, and algorithms. To see that CT would be of useful to solve complex problems of user interface design (UID), this study aims to see the extent the CT framework would have an effect on the achievement of designs thinking process. The study was carried out based on the evaluation of user interface design projects accomplished by undergraduate students involving 3 cohorts composed of 21 groups in total. The results indicate that disregarding CT process in design thinking leads to inefficiency interface design.",10.1145/3323716.3323741,Association for Computing Machinery,107.0,ACM,,Editorial,China,Computers & Education
Computational Thinking App Design Mat: Supporting the Development of Students' Computational Thinking Skills (Abstract Only),"Jimenez, Yerika and Hays, Theodore and Gardner-McCune, Christina",2017,"Tools like MIT App Inventor and Scratch are designed to help students develop programming and computational thinking skills by allowing them to use their interest and personal experiences to create meaningful artifacts. However, students often need additional help in translating their ideas into functional programs because they lack understanding of how to map the visual aspects of their projects to programming constructs and understanding of how to develop appropriate algorithms that bring their ideas to life. To address this issue, we created a Computational Thinking App Design Mat (App Design Mat) to scaffolds students' CT skill development in the context of creating a mobile application with MIT APP Inventor 2. The App Design Mat fosters student engagement in computational thinking through four areas of the mat: Problem Decomposition, Pattern Abstraction, Pattern Recognition, and Algorithm Design. In this poster will describe the design and results from the use of the App Design Mat with 80 eighth grade students. Our results suggest that most students understood the purpose of using the App Design Mat, used the App Design Mat effectively, and used some aspects of the App Design Mat in developing their final mobile app project.",10.1145/3017680.3022412,Association for Computing Machinery,37.0,ACM,,Conference Proceedings,Germany,PLOS ONE
Computational Thinking Test Tool to Measure Cognitive Ability of K-12 Students,"Ryu, Miyoung and Han, SeonKwan",2020,This study reports the design and development of the Computational Thinking(CT) Test Tool to measure Cognitive Ability of K-12 students. The newly developed CT test tool was validated with experts and K-12 students. We expect that the CT test tool will be used as a basic data to identify the current situation of computing education.,10.1145/3328778.3372594,Association for Computing Machinery,212.0,ACM,,Review Paper,Argentina,Nature Communications
Infusing computational thinking into middle grade science classrooms: lessons learned,"Catet\'{e}, Veronica and Lytle, Nicholas and Dong, Yihuan and Boulden, Danielle and Akram, Bita and Houchins, Jennifer and Barnes, Tiffany and Wiebe, Eric and Lester, James and Mott, Bradford and Boyer, Kristy",2018,"There is a growing need to present all students with an opportunity to learn computer science and computational thinking (CT) skills during their primary and secondary education. Traditionally, these opportunities are available outside of the core curriculum as stand-alone courses often taken by those with preparatory privilege. Researchers have identified the need to integrate CT into core classes to provide equitable access to these critical skills. We have worked in a research-practice partnership with two magnet middle schools focused on digital sciences to develop and implement computational thinking into life sciences classes. In this report, we present initial lessons learned while conducting our design-based implementation research on integrating computational thinking into middle school science classes. These case studies suggest that several factors including teacher engagement, teacher attitudes, student prior experience with CS/CT, and curriculum design can all impact student engagement in integrated science-CT lessons.",10.1145/3265757.3265778,Association for Computing Machinery,135.0,ACM,,Conference Proceedings,Chile,Nature Communications
A congress for children and computational thinking for everyone,"Sabitzer, Barbara and Demarle-Meusel, Heike",2018,"As final event of the project ""Informatics - A Child's Play?!"", which aimed at introducing computational thinking in primary and secondary schools, the authors initiated the first Children's Congress in 2016 with the main theme of ""Languages - Pictures - Information"". This is now an annual event, where all participating children can slip into the role of researchers and present the results of their projects accomplished together with their teachers as well as teacher students of different master courses. As preparation the project teams get an introduction into computational thinking and several computer science concepts with the task of applying at least one of them in their project and the development of creative products. The themes of the Children's Congress are relatively open and fit into every subject, because our main aim is introducing computational thinking ""by the way"" to all participants. During their work on cross-curricular or even subject specific projects, pupils, students and teachers learn that basics of computational thinking are or can be integrated in every subject. This paper reports on the implementation and procedure of the Children's Congress and gives an overview of the projects accomplished in the first two years (2016 and 2017). It describes how and where computational thinking has been integrated and presents the main results of the evaluation gained from interviews and questionnaires.",10.1145/3265757.3265782,Association for Computing Machinery,111.0,ACM,,Technical Report,USA,PLOS ONE
Combining Block-Based Programming and Hardware Prototyping to Foster Computational Thinking,"Fronza, Ilenia and Corral, Luis and Pahl, Claus",2019,"The promotion of Computational Thinking principles at different levels of education enables the development of practical competencies for software development. Several off-the-shelf technologies exist to promote computational abilities with the support of block-based programming and working hardware. However, in some contexts, a significant limitation is the complexity and costs that carry the acquisition and implementation of working hardware such as Educational Robots. In this paper, we discuss a strategy to reinforce the learning of Computational Thinking (CT) skills by providing an analogous method to Educational Robots. We offer an affordable solution to assist high school students to build a CT-based software/hardware integrated solution. We executed this strategy in a coding bootcamp where students were required to design and implement an algorithm, and illustrate its execution in software and hardware. The proposed exercise delivered the expected results engaging students to ideate the solution of a problem, implement an algorithm, and create a physical demonstration of it.",10.1145/3349266.3351410,Association for Computing Machinery,189.0,ACM,,Research Article,Chile,IEEE Transactions on Software Engineering
Progression Of Computational Thinking Skills In Swedish Compulsory Schools With Block-based Programming,"Zhang, LeChen and Nouri, Jalal and Rolandsson, Lennart",2020,"Although Computational Thinking and Programming have become obligatory in many national curricula, the majority of teachers in practice are currently in dire need of support from both the research and teaching community. A national research and teacher development project was initiated in Sweden to address this issue. To develop their pedagogical competence in these new subjects, 31 in-service teachers from the project performed lesson studies at their schools. This study collected and analyzed the documentation of 12 lesson studies regarding how computational thinking skills are taught and assessed in K--9, with block-based programming. The study applies a validated CT framework to identify the involved computational thinking skills. The result presents a progression stage scheme for these skills in compulsory schools. The paper also discusses the problems and challenges in the assessment of computational thinking skills.",10.1145/3373165.3373173,Association for Computing Machinery,196.0,ACM,,Technical Report,Italy,ACM Transactions on Graphics
