Journal,Title,Cantidad
PLOS ONE,A Computational Thinking Test for Senior High School Students,1
PLOS ONE,A Didactic Scenario for Implementation of Computational Thinking using Inquiry Game Learning,1
PLOS ONE,A Machine Learning-Based Adaptive Feedback System to Enhance Programming Skill Using Computational Thinking,1
PLOS ONE,"A Mathematical, Computational and Symbolic Representation Framework Towards Digital Marketing Planning",1
PLOS ONE,A Model of Emotional Agent Based on Granular Computing,1
PLOS ONE,A New Teaching Pattern Based on PBL and Visual Programming in Computational Thinking Course,1
PLOS ONE,A Non-linear Scenario Plotting to Guide Strategists : A Hybrid Model between Foresight and Computational Intelligence methods,1
PLOS ONE,A Systematic Literature Review in Robotics Experiential Learning With Computational and Adversarial Thinking,1
PLOS ONE,A Teacher Workshop for Introducing Computational Thinking in Rural and Vulnerable Environments,1
PLOS ONE,A computer-aided system for narrative creation,1
PLOS ONE,A congress for children and computational thinking for everyone,1
PLOS ONE,A curriculum of computational thinking as a central idea of information \&amp; media literacy,1
PLOS ONE,A grid-enabled PSE for physical simulation: experiences on GridPSi,1
PLOS ONE,A novel analysis of interoceptive underpinnings of anxious psychopathology in COVID-19 survivors,1
PLOS ONE,Abstracts,1
PLOS ONE,Accelerating Precision Research and Resolution Through Computational Archival Science Pedagogy,1
PLOS ONE,Adapting Computational Skills for AI Integration,1
PLOS ONE,Aesthetic Surgery Journalsignificance,1
PLOS ONE,African Affairssignificance,1
PLOS ONE,Airborne fungal communities are more susceptible to anthropogenic activities than bacteria,1
PLOS ONE,Analysis of Sentiment Toward Computer Science in Pre-University Education,1
PLOS ONE,Analyzing Students’ Computational Thinking Practices in a First-Year Engineering Course,1
PLOS ONE,Analyzing the Impact of Computer Science Workshops on Middle School Teachers,1
PLOS ONE,Annals of Oncologysignificance,1
PLOS ONE,Antibody Therapeuticssignificance,1
PLOS ONE,Appalachian Ingenuity and the Need for Rurally Sustaining Computational Thinking Pathways,1
PLOS ONE,Application of Contextual Teaching and Learning model through Interdisciplinary Student Projects – An approach to enhancing Accounting and IT skills,1
PLOS ONE,Approaches of Learning and Computational Thinking in Students that get into the Computer Sciences Career,1
PLOS ONE,Art Historysignificance,1
PLOS ONE,Assessing Pre-Service Elementary Science Education Teachers’ Professional Knowledge in the Field of Computational Thinking,1
PLOS ONE,Automated Personalized Assessment of Computational Thinking MOOC Assignments,1
PLOS ONE,Automatic Classification of Computational Thinking Skills in Elementary School Math Questions,1
PLOS ONE,Bacteriocins future perspectives: Substitutes to antibiotics,1
PLOS ONE,Basic theories for neuroinformatics and neurocomputing,1
PLOS ONE,Behavioral Ecologysignificance,1
PLOS ONE,Bilateral posterior ischemic optic neuropathy following COVID-19: a case report and literature review,1
PLOS ONE,Biology Methods and Protocolssignificance,1
PLOS ONE,Bioscience Horizons: The International Journal of Student Researchsignificance,1
PLOS ONE,Bridging K–12 Mathematics and Computational Thinking in the Scratch Community: Implications Drawn From a Creative Learning Context,1
PLOS ONE,Bringing computational thinking to the digital humanities: introducing students to explorations of digitized texts,1
PLOS ONE,Building-Blocks: Generating 3D Design by Snapping Blocks,1
PLOS ONE,CE-MS-Based Clinical Metabolomics of Human Plasma,1
PLOS ONE,Cognitive Correlates of Computational Thinking: Evaluation of a Blended Unplugged/Plugged-In Course,1
PLOS ONE,Computation method investigation on thinking route,1
PLOS ONE,Computational Thinking Activities in High Schools to Enhance Interest and Skills in Programming,1
PLOS ONE,Computational Thinking App Design Mat: Supporting the Development of Students' Computational Thinking Skills (Abstract Only),1
PLOS ONE,Computational Thinking for STEM Teacher Leadership Training at Louisiana State University,1
PLOS ONE,Computational Thinking in PreK-5: Empirical Evidence for Integration and Future Directions,1
PLOS ONE,Computational Thinking-Integrated Elementary Science with Culturally Responsive Teaching: A Vignette Study,1
PLOS ONE,Computational thinking in pre-university education,1
PLOS ONE,Computational thinking in school education in South America: Systematic review of the literature,1
PLOS ONE,Computational thinking issues,1
PLOS ONE,Computational thinking: Panorama of the Americas,1
PLOS ONE,Computational thinking: expanding the toolkit,1
PLOS ONE,Computational thinking: modeling applied to the teaching and learning of English,1
PLOS ONE,"Computational thinking: online and offline, plugged and unplugged",1
PLOS ONE,Concepts of Engineering Education Innovation and Design Thinking: Implementing the CDIO-approach Themes,1
PLOS ONE,Confidence is the Key: Unlocking Predictive Factors of Latinx Elementary Students on a Computational Thinking Measure,1
PLOS ONE,Constructing Behavioral Representation of Computational Thinking based on Event Graph: A new approach for learning analytics,1
PLOS ONE,Contemporary Women's Writingsignificance,1
PLOS ONE,Creative computing for decision making: Combining game theory and lateral thinking,1
PLOS ONE,Cross-lagged Associations between Cognitive Performance and Attitudinal Beliefs of Computational Thinking: A Preliminary Study,1
PLOS ONE,Current trends in robotics in education and computational thinking,1
PLOS ONE,Data Modeling Algorithm of Traditional Aesthetics and Modern Art Design Under the Background of Big Data,1
PLOS ONE,Demo: Teaching computational thinking with Protobject,1
PLOS ONE,Depressive symptoms and suicidal ideation among university students before and after the COVID-19 pandemic,1
PLOS ONE,Design of Photovoltaic Cleaning Robots Assisted by Large Language Models,1
PLOS ONE,Design of smart tourism platform under Double Diamond Model design thinking,1
PLOS ONE,Developing A Unified Model of Teaching Computational Thinking,1
PLOS ONE,Developing Computational Thinking for Children with Autism using a Serious Game,1
PLOS ONE,Developing Software Using Agile and Design Thinking Framework,1
PLOS ONE,Developing a Computational Thinking Curriculum for Multilingual Students: An Experience Report,1
PLOS ONE,Developing community-based engagement in smart cities: A design-computational thinking approach,1
PLOS ONE,Development of Computational Thinking Skills through Unplugged Activities in Primary School,1
PLOS ONE,Development of Esteem Support based on Psychodrama and Design Thinking approach,1
PLOS ONE,Development of an Open-Source Emotion-Based Adaptive Learning Support System using Computational Thinking Activities,1
PLOS ONE,Development of iOS Software n-Queens Problem for Education and Its Application for Promotion of Computational Thinking,1
PLOS ONE,Digital Scholarship in the Humanitiessignificance,1
PLOS ONE,Diseases of the Esophagussignificance,1
PLOS ONE,Early Musicsignificance,1
PLOS ONE,Educational Digital Games and Computational Thinking for students with Intellectual Disabilities - Guidelines for accessibility,1
PLOS ONE,Elementary Students' Understanding of Variables in Computational Thinking-Integrated Instruction: A Mixed Methods Study,1
PLOS ONE,End-to-End Speech Summarization Using Restricted Self-Attention,1
PLOS ONE,Endocrine Reviewssignificance,1
PLOS ONE,English: Journal of the English Associationsignificance,1
PLOS ONE,Enhancing Synergy Among Engineering Educators through Computational Thinking,1
PLOS ONE,Enhancing stock market Forecasting: A hybrid model for accurate prediction of S&P 500 and CSI 300 future prices,1
PLOS ONE,"Estimation of gaseous polycyclic aromatic hydrocarbons (PAHs) and characteristics of atmospheric PAHs at a traffic site in Kanazawa, Japan",1
PLOS ONE,European Journal of Public Healthsignificance,1
PLOS ONE,European Sociological Reviewsignificance,1
PLOS ONE,"Evolution, Medicine, and Public Healthsignificance",1
PLOS ONE,Examining the Computational Thinking and Robotics Knowledge and Interest of Undergraduate Students in Two Teacher Education Courses,1
PLOS ONE,Exploration and Practice of Flipped Classroom Model in Education Research Methods Course Based on Blended Learning,1
PLOS ONE,Exploration of Teaching Reform for C Programming Course Based on OBE-BOPPPS Model and Rain Classroom,1
PLOS ONE,Exploring Computational Thinking with Physical Play through Design,1
PLOS ONE,Exploring How Game Genre in Student-Designed Games Influences Computational Thinking Development,1
PLOS ONE,Exploring child-robot interaction ecology in the development of computational thinking,1
PLOS ONE,Exploring the Balance Between Computational Thinking and Learning Motivation in Elementary Programming Education: An Empirical Study With Game-Based Learning,1
PLOS ONE,Exploring the Design and Implementation of a Robotic-Coding Camp in Teacher Education,1
PLOS ONE,Exploring the Interplay of Computational Thinking and Mathematics in Early Childhood Education: A Systematic Review,1
PLOS ONE,ExposAR: Bringing Augmented Reality to the Computational Thinking Agenda through a Collaborative Authoring Tool,1
PLOS ONE,FEMS Microbessignificance,1
PLOS ONE,FEMS Microbiology Ecologysignificance,1
PLOS ONE,Facilitating Creativity in Collaborative Work with Computational Intelligence Software,1
PLOS ONE,Forest Sciencesignificance,1
PLOS ONE,Fostering Computational Thinking and Systems Thinking through Aquaponics Capstone Projects,1
PLOS ONE,From computational thinking to computational making,1
PLOS ONE,Functionsignificance,1
PLOS ONE,GLOSSARY,1
PLOS ONE,GRUR Internationalsignificance,1
PLOS ONE,"Geo-Computational Thinking in the Third Grade: Making Computational Thinking Truly ""For Everyone, Everywhere""",1
PLOS ONE,Geophysical Journal Internationalsignificance,1
PLOS ONE,Global Studies Quarterlysignificance,1
PLOS ONE,How can a simulation game support the development of computational problem-solving strategies?,1
PLOS ONE,Human Reproduction Updatesignificance,1
PLOS ONE,HyperCubes: A Playful Introduction to Computational Thinking in Augmented Reality,1
PLOS ONE,ICSID Review - Foreign Investment Law Journalsignificance,1
PLOS ONE,IMA Journal of Mathematical Control and Informationsignificance,1
PLOS ONE,Implementation of Unplugged Teaching Activities to Foster Computational Thinking Skills in Primary School from a Gender Perspective,1
PLOS ONE,Improvement of Computational Thinking skills through unplugged activities in Upper Secondary Education,1
PLOS ONE,Improving the Students Computational Thinking Skills With Collaborative Learning Techniques,1
PLOS ONE,Increasing Student Self-Efficacy in Computational Thinking via STEM Outreach Programs,1
PLOS ONE,Information Encoding in Computer Science Education Using the Cup Song,1
PLOS ONE,Instructional Procedure and Strategy of Primary School Programming Education Focusing on Cultivating Computational Thinking,1
PLOS ONE,Integrating Computational Thinking With the Curriculum of Future Professional Musicians,1
PLOS ONE,Integrating computational thinking into K-12 teacher preparation: a collaborative partnership between the department of computer science and the college of education: panel discussion,1
PLOS ONE,Integration of computational thinking skills in STEM-driven computer science education,1
PLOS ONE,"International Journal of Law, Policy and the Familysignificance",1
PLOS ONE,International Journal of Low-Carbon Technologiessignificance,1
PLOS ONE,International Mathematics Research Paperssignificance,1
PLOS ONE,Interpretation of computational thinking evaluation results for enrollment prediction,1
PLOS ONE,Introduction to Computational Thinking: A New High School Curriculum using CodeWorld,1
PLOS ONE,Investing during a Fintech revolution: The hedge and safe haven properties of Bitcoin and Ethereum,1
PLOS ONE,Journal of Financial Regulationsignificance,1
PLOS ONE,Journal of Hip Preservation Surgerysignificance,1
PLOS ONE,Journal of Human Rights Practicesignificance,1
PLOS ONE,Journal of Insect Sciencesignificance,1
PLOS ONE,Journal of International Economic Lawsignificance,1
PLOS ONE,Journal of Islamic Studiessignificance,1
PLOS ONE,Journal of Logic and Computationsignificance,1
PLOS ONE,Journal of Molecular Cell Biologysignificance,1
PLOS ONE,Journal of Molluscan Studiessignificance,1
PLOS ONE,Journal of Petrologysignificance,1
PLOS ONE,Journal of the American Medical Informatics Associationsignificance,1
PLOS ONE,Journal of the History of Medicine and Allied Sciencessignificance,1
PLOS ONE,Journal of the Royal Statistical Society Series B: Statistical Methodologysignificance,1
PLOS ONE,Learning Chinese as a Second Language by Educational Robots Integrating the Operation of Conditional Logic in Computational Thinking and the Usage of the Causal Sentences,1
PLOS ONE,Learning with models and learning by modelling: exploring the role of multiple representations using computational media,1
PLOS ONE,Letters in Applied Microbiologysignificance,1
PLOS ONE,Logic Programming in Primary School: Facing Computer Science at an Early Age,1
PLOS ONE,"MIPRO 2019, May 20-24, 2019, Opatija Croatia Teaching of computer programming in Bulgarian primary school -- challenges and solutions",1
PLOS ONE,Make Machine Humanlike Intelligence,1
PLOS ONE,Mindsignificance,1
PLOS ONE,Modeling and analysis of a two-strain immuno-epidemiological model with reinfection,1
PLOS ONE,Modern British Historysignificance,1
PLOS ONE,Molecular Endocrinologysignificance,1
PLOS ONE,Monthly Notices of the Royal Astronomical Societysignificance,1
PLOS ONE,Multi-dimensional computer basic education practice and research,1
PLOS ONE,Music and Letterssignificance,1
PLOS ONE,Neuromodulating Cognitive Architecture: Towards Biomimetic Emotional AI,1
PLOS ONE,Nonnative speech recognition based on bilingual model modification,1
PLOS ONE,"On Computational Thinking, Inferential Thinking and Data Science",1
PLOS ONE,On Pre-requisite Skills for Universal Computational Thinking Education.,1
PLOS ONE,On the Training Model of Interdisciplinary Talents by Computational Thinking and General Education Program,1
PLOS ONE,Open Forum Infectious Diseasessignificance,1
PLOS ONE,Optimizing URL Phishing Detection: A Manifold Learning Approach with an Efficient Neural Network Focused on Reducing Computational Cost,1
PLOS ONE,Oxford Open Climate Changesignificance,1
PLOS ONE,Past & Presentsignificance,1
PLOS ONE,Performance of distributed apriori algorithms on a computational grid,1
PLOS ONE,"Possibilistic Art (PoArt), an Approach based on Mind Geometry for Digital Media",1
PLOS ONE,Possible connecting areas of education and intelligent systems,1
PLOS ONE,Proceedings Linnean Society Londonsignificance,1
PLOS ONE,Programming Courses Teaching Method for Ability Enhancement of Computational Thinking,1
PLOS ONE,Promoting Computational Thinking through Visual Block Programming Tools,1
PLOS ONE,Public Health Ethicssignificance,1
PLOS ONE,Radiation Protection Dosimetrysignificance,1
PLOS ONE,Remaining trouble spots with computational thinking,1
PLOS ONE,"Reports of Patent, Design and Trade Mark Casessignificance",1
PLOS ONE,Research of VB programming teaching mode based on the core of computational thinking ability training,1
PLOS ONE,Research on Intelligent Product Design based on Cognitive Thinking and Visual Thinking,1
PLOS ONE,Research on Micro-lecture Designing Based on The Development of Computational Thinking,1
PLOS ONE,Research on Teaching of Ideological and Political Education in Computer Foundation Based on Computational Thinking,1
PLOS ONE,Research on group-based learning teaching mode to computational thinking ability development based on Blackboard system,1
PLOS ONE,Resources for Computational Thinking: Co-designing with Teachers,1
PLOS ONE,Rheumatology Advances in Practicesignificance,1
PLOS ONE,Role of Artificial Intelligence in mode of Diabetic Retinopathy Imaging Techniques: A Review Artificial Intelligence in Diabetic Retinopathy,1
PLOS ONE,Schizophrenia Bulletinsignificance,1
PLOS ONE,Sequential Behavior Analysis of Interdisciplinary Activities in Computational Thinking and EFL Learning With Game-Based Learning,1
PLOS ONE,Session details: Paper Session: Computational Thinking,1
PLOS ONE,Session details: Paper Session: Computational Thinking B,1
PLOS ONE,"Social Politics: International Studies in Gender, State & Societysignificance",1
PLOS ONE,Social Work Researchsignificance,1
PLOS ONE,Stem Cells Translational Medicinesignificance,1
PLOS ONE,Stem Cellssignificance,1
PLOS ONE,"Stress, Depression, Public Stigma, and Their Associated Factors Among University Students in Thailand After the COVID-19 Pandemic",1
PLOS ONE,Study of Modeling Technology of 3D Virtual Teacher in Virtual Learning Environment,1
PLOS ONE,Study on Teaching Programming in Adult Colleges Based on the Cultivation of Computational Thinking,1
PLOS ONE,Study on Teaching Reform of Computer Course in Medical University Based on MOOC,1
PLOS ONE,Study on the Enterprise Design Management of External Cooperation,1
PLOS ONE,Support of Teacher's Work in the Field of Development of Computational Thinking Through E-Learning Resources,1
PLOS ONE,Systems thinking in fair water resources allocation,1
PLOS ONE,Teaching Computational Thinking Through Bio-Design (Abstract Only),1
PLOS ONE,Teaching Computational Thinking in initial series An analysis of the confluence among mathematics and Computer Sciences in elementary education and its implications for higher education,1
PLOS ONE,Teaching Mathematics and its Applications: An International Journal of the IMAsignificance,1
PLOS ONE,Teaching Structured Authoring and DITA Through Rhetorical and Computational Thinking,1
PLOS ONE,Teaching and research on assembly language for computational thinking,1
PLOS ONE,Teaching reform of programming basic course based on SPOC blended teaching method,1
PLOS ONE,TechCheck-K: A Measure of Computational Thinking for Kindergarten Children,1
PLOS ONE,Technologies That Make You Smile: Adding Humor to Text-Based Applications,1
PLOS ONE,The Development of Students' Computational Thinking Practices in AI Course Using the Game-Based Learning: A Case Study,1
PLOS ONE,The Development of a Blended Learning Management Model with a Project Base Virtual Classroom for Basic Computer Subjects,1
PLOS ONE,The Global Warming Impact Evaluation of Public Transportation During the COVID-19 Pandemic Using the Life Cycle Assessment Approach,1
PLOS ONE,The Influence of Code.org on Computational Thinking and Learning Attitude in Block-Based Programming Education,1
PLOS ONE,"The Journal of Law, Economics, and Organizationsignificance",1
PLOS ONE,The Journal of Theological Studiessignificance,1
PLOS ONE,"The Kessel Run - A Gamification of Visual, Spatial, and Computational Thinking",1
PLOS ONE,The Perspectives of Design Thinking Method on Computer Network Design and Implementation,1
PLOS ONE,The Review of Corporate Finance Studiessignificance,1
PLOS ONE,The Review of English Studiessignificance,1
PLOS ONE,The Role of Spatial Orientation in Diagram Design for Computational Thinking Development in K-8 Teachers,1
PLOS ONE,The economical simulation problem,1
PLOS ONE,The effects of emphasizing computational thinking in an introductory programming course,1
PLOS ONE,The framework for the integration of computational thinking in ideation process,1
PLOS ONE,The research on online independent learning model based on computational thinking,1
PLOS ONE,The sense-think-act paradigm revisited,1
PLOS ONE,The uniqueness of Computational thinking,1
PLOS ONE,Theoretical Basis for Creating a Virtual-Educational Museum,1
PLOS ONE,Thinking about the relationship between IT and food safety,1
PLOS ONE,Thinking path model for social management systems engineering,1
PLOS ONE,Tools to Support the Teaching-Learning of Computational Thinking in Brazil,1
PLOS ONE,Tradeoff between Episodic and Semantic Precedents in creative design,1
PLOS ONE,Translational Behavioral Medicinesignificance,1
PLOS ONE,"Trastea.club, an initiative to develop computational thinking among young students",1
PLOS ONE,Unconscious decision minds and divergent thinking model,1
PLOS ONE,Uniform Law Reviewsignificance,1
PLOS ONE,Use of Augmented Reality for Computational Thinking Stimulation through Virtual,1
PLOS ONE,Using Computational Thinking to Transform Elementary Mathematics Instruction,1
PLOS ONE,Using Structural Equation Modeling to Examine the Relationship Between Preservice Teachers’ Computational Thinking Attitudes and Skills,1
PLOS ONE,Using introspection and prototype driven to achieve design analysis in the process of concept generation based on information processing,1
PLOS ONE,Virtual Simulation Aids for AI Curriculum Learning: A Quantitative Evaluation with the 5E Instructional Model,1
PLOS ONE,What Do We Know about Assessing Computational Thinking? A New Methodological Perspective from the Literature,1
PLOS ONE,What Makes Computational Thinking so Troublesome?,1
PLOS ONE,When Drone Meets AI Education: Boosting High School Students’ Computational Thinking and AI Literacy,1
PLOS ONE,When Memory Starts to Think [The Art of Storage],1
PLOS ONE,Why “dark thoughts” aren't really dark: A novel algorithm for metaphor identification,1
PLOS ONE,Work in progress: Peruvian curricular meshes,1
PLOS ONE,"Z*-Numbers, Data Structures, and Thinking in Machine-Mind Architecture",1
Science Advances,8 TEACHING COMPUTATIONAL THINKING FOR ALL,1
Science Advances,9 FUTURE COMPUTATION,1
Science Advances,"A Computational Model of Coping and Decision Making in High-Stress, Uncertain Situations: An Application to Hurricane Evacuation Decisions",1
Science Advances,A Computational Thinking Obstacle Course Based on Bebras Tasks for K-12 Schools,1
Science Advances,A Framework to Assess Melodic Effectiveness in Training Computational Thinking to Visually Impaired People,1
Science Advances,A Free-Choice Social Learning Network for Computational Thinking,1
Science Advances,A Game Development to Promote Computational Thinking,1
Science Advances,A Gang Scheduling Computational Paradigm for Container Terminal Logistics with Processor Affinity,1
Science Advances,A National INCLUDES Alliance Effort to Integrate Problem-Solving Skills into Computer Science Curriculum,1
Science Advances,A STEM Course for Computational Thinking Development with BEAM Robotics,1
Science Advances,A Systematic Literature Review of Computational Thinking in K-8 Education Setting Through The Lens Of a Pedagogical Content Knowledge Analysis,1
Science Advances,A Typology of Models for Integrating Computational Thinking in Science (CT+S),1
Science Advances,A computational thinking module for secondary students and pre-service teachers using Bebras-style tasks,1
Science Advances,"A novel tetrazole–1,8-naphthyridine–amide hybrid: First structurally characterized tetrazolo[1,5-a]-derivative of naphthyridines with a luminescence activity, potency against COVID-19, and anticancer activity",1
Science Advances,Active Learning to Develop Key Research Skills in Master's Level Computer Science Coursework,1
Science Advances,Adaptation of a Research-based Teaching-Learning Format with Approaches of Online Learning in the STEM Field,1
Science Advances,Adaptationsignificance,1
Science Advances,"Adolescence, Interrupted: A narrative review of the impact of Covid-19 on adolescent wellbeing",1
Science Advances,American Journal of Agricultural Economicssignificance,1
Science Advances,American Journal of Epidemiologysignificance,1
Science Advances,An Empirical Study on Blended Learning to Promote the Development of Computational Thinking Ability of College Students,1
Science Advances,An Empirical Study on Designing STEM+AI Teaching to Cultivate Primary School Students' Computational Thinking Perspective and Identity,1
Science Advances,An Engineering Computational Thinking Diagnostic: A Psychometric Analysis,1
Science Advances,An Integration of Computational Thinking and Language Arts: The Contribution of Digital Storytelling to Students’ Learning,1
Science Advances,An Investigation into the Relationship Between Structured Dance Activities and Computational Thinking Skills,1
Science Advances,Analysis and Implementation of Human Control Thinking Process,1
Science Advances,Annals of the Entomological Society of Americasignificance,1
Science Advances,Ant Colony Optimization Algorithm for Fuzzy Transport Modelling,1
Science Advances,AoB PLANTSsignificance,1
Science Advances,Application of Concept Map in the Study of Computational Thinking Training,1
Science Advances,Applied Economic Perspectives and Policysignificance2040-5790,1
Science Advances,Applied Research on the Integration of Innovative Approaches and Decision-making Method Based on Engineering Technical Innovation Process,1
Science Advances,Aristotelian Society Supplementary Volumesignificance,1
Science Advances,"Assessing Computational Thinking Pedagogy in Serious Games Through Questionnaires, Think-aloud Testing, and Automated Data Logging",1
Science Advances,Attitude towards Computational Thinking of in-service teachers,1
Science Advances,BJR|Opensignificance,1
Science Advances,Beyond Minecraft: Facilitating Computational Thinking through Modeling and Programming in 3D,1
Science Advances,"Bioscience, Biotechnology, and Biochemistrysignificance",1
Science Advances,Bringing computational thinking to teachers' training: a workshop review,1
Science Advances,"Build Bridges between Conversation, Story, Visual Programming, and Text-based Programming in K-8 Education",1
Science Advances,Building Awareness of Computational Thinking Pathways across a Large School District,1
Science Advances,CTST: Development and Validation of an Sequence Ability in Computational Thinking in Early Childhood Education,1
Science Advances,Can GPT-4 Think Computationally about Digital Archival Practices?,1
Science Advances,Cerebral Cortexsignificance,1
Science Advances,Challenges of Incorporating a Mobile Device Forensics Detectives Summer Camp with Critical Thinking Amongst K-12 Students,1
Science Advances,"Changing Teacher Perceptions about Computational Thinking in Grades 1-6, through a National Training Program",1
Science Advances,Coding with Minecraft: The Development of Middle School Students’ Computational Thinking,1
Science Advances,Collaborative Game-Based Environment and Assessment Tool for Learning Computational Thinking in Primary School: A Case Study,1
Science Advances,Combining Computational Thinking and Chibitronics and Makey Makey to Develop a Social Story Teaching Aid System to Improve Social Reciprocity and Emotional Expression Skills for Autistic Children,1
Science Advances,Commonsense Knowledge as the Glue in a Hybrid Model of Computational Creativity,1
Science Advances,Computational Thinking & Practical Thinking Inspired Java Web Curriculum Reform Method,1
Science Advances,Computational Thinking Education for Children: Algorithmic Thinking and Debugging,1
Science Advances,Computational Thinking Growth During a First-Year Engineering Course,1
Science Advances,Computational Thinking and Notional Machines: The Missing Link,1
Science Advances,Computational Thinking as a Computer Science Education Framework and the Related Effects on Gender Equity,1
Science Advances,Computational Thinking in STEM Teaching: Preservice Teachers' Conceptualizations and Practices,1
Science Advances,"Computational literacy, language, and culture",1
Science Advances,Computational thinking and impacts on K-12 science education,1
Science Advances,Computational thinking and robotics in education,1
Science Advances,Computational thinking curriculum development for upper elementary school classes,1
Science Advances,Computational thinking for computer science majors: an introduction to CS education career pathways,1
Science Advances,Computational thinking should just be good thinking,1
Science Advances,Computer Science Unplugged for Developing Computational Thinking and Mathematical Thinking,1
Science Advances,Conservation Physiologysignificance,1
Science Advances,Container Terminal Oriented Logistics Generalized Computational Complexity,1
Science Advances,Cooperative Thinking: Analyzing a new framework for software engineering education (Extended abstract),1
Science Advances,Cultivating creativity (and majors) with computational craft,1
Science Advances,Current Zoologysignificance,1
Science Advances,Current status and enhancement strategies for developing computational thinking of high school students in blended learning --Take the high school information technology curriculum as an example,1
Science Advances,DMML: A Design Thinking Process Modeling Language,1
Science Advances,Design and Application of a Game Activity-Based Unplugged Programming Curriculum for Elementary Schools,1
Science Advances,Design and Implementation of Co-design Pedagogical Scenarios for Learning Computational Thinking,1
Science Advances,Design and implementation of a graphical programming class for computational thinking in elementary schools,1
Science Advances,Designing for Equity in Education Via Computational Thinking: A Case Study,1
Science Advances,Developing Computational Thinking Skills With Algorithm-Driven Spreadsheeting,1
Science Advances,Developing a Teacher Training Curriculum Including Computational Thinking Skills: Early Advances on a Study Focused on Colombia,1
Science Advances,Development and Evaluation of Quizzes Aimed at Quantifying Computational Thinking,1
Science Advances,Development and Implementation of an Online Adaptive Gamification Platform for Learning Computational Thinking,1
Science Advances,Development of Computational Thinking Education System for Elementary School Class,1
Science Advances,Development of Computational Thinking Skills: An Experience With Undergraduate Students,1
Science Advances,Development of Mobile Application for The Concept of Pattern Recognition in Computational Thinking for Mathematics Subject,1
Science Advances,Development of a Lean Computational Thinking Abilities Assessment for Middle Grades Students,1
Science Advances,Different Perceptions of Computer Science,1
Science Advances,Digital Storybook of Young Product Innovators: An E-Learning Approach to Support Creative Thinking for Elementary Science,1
Science Advances,Digital technology teachers' perceptions of computer science: It is not all about programming,1
Science Advances,Discussion on the Application of Computer in Psychological Research,1
Science Advances,ESHRE Monographssignificance,1
Science Advances,Educational Robotics Applied to Computational Thinking Development: A Systematic Mapping Study,1
Science Advances,Educational robotics for the formation of programming skills and computational thinking in childish,1
Science Advances,Effective Models for Integrating Computational Thinking into NYC Elementary Schools: A Proposed Research Agenda (Abstract Only),1
Science Advances,Effects of gender and abstract thinking factors on adolescents' computer program learning,1
Science Advances,Embedding K12 Professional Development Through Co-Teaching Experiences-Sustaining Computational Thinking in Interdisciplinary Courses,1
Science Advances,Embracing coding mistakes to teach computational thinking,1
Science Advances,Emotional Agent Based on Rough Set,1
Science Advances,Empirical Insights Into Short Story Draft Construction,1
Science Advances,Engaging Estonian primary school children in computational thinking through adaptive educational games: A qualitative study,1
Science Advances,Engaging Primary and Secondary School Students in Computer Science Through Computational Thinking Training,1
Science Advances,Engineering Human Body for Systematic and Computational Thinking,1
Science Advances,European Heart Journal - Imaging Methods and Practicesignificance,1
Science Advances,Exploration of Outcome-Based Computational Thinking Education Programs for Teachers,1
Science Advances,Exploration research of thinking innovation based on PCST theory and knowledge graph,1
Science Advances,Exploring the Relationship Between Computational Thinking and Personality Traits,1
Science Advances,Eye Tracking to Evaluate Comprehension of Computational Thinking,1
Science Advances,Food Addressing and Consultation System Using Deep Learning By Applying Design Thinking Framework : An exploration of health recommendation system,1
Science Advances,Fostering Student Competencies in Creative Project Work Through STEAM and Artificial Intelligence in Teaching Art,1
Science Advances,Fractal Geometry: Enhancing Computational Thinking with MIT Scratch,1
Science Advances,Fusing creative operations into evolutionary computation for composition: From a composer’s perspective,1
Science Advances,Fuzzy logic-based sport activity risk assessment framework optimization,1
Science Advances,Gender and Computational Thinking: Review of the literature and applications,1
Science Advances,Generative AI-Enabled Conversational Interaction to Support Self-Directed Learning Experiences in Transversal Computational Thinking,1
Science Advances,Global Summitrysignificance,1
Science Advances,Grounding Computational Thinking Skill Acquisition Through Contextualized Instruction,1
Science Advances,How character customization affects learning in computational thinking,1
Science Advances,Human Molecular Geneticssignificance,1
Science Advances,Human Reproductionsignificance,1
Science Advances,Human based genetic algorithm,1
Science Advances,IMA Journal of Applied Mathematicssignificance,1
Science Advances,Implementing a cognition cycle with words computation,1
Science Advances,Improving learning of computational thinking using computational creativity exercises in a college CSI computer science course for engineers,1
Science Advances,Increase of confidence for the solution of problems in preuniversity students through Computational Thinking,1
Science Advances,Industrial Law Journalsignificance,1
Science Advances,Information flow between stock returns of advanced markets and emerging African economies,1
Science Advances,Initial performance analysis in the evaluation of computational thinking from a gender perspective in higher education,1
Science Advances,Inspiring Computational Thinking: A Science Fair Activity,1
Science Advances,Integrate social simulation content with game designing curriculum to foster computational thinking,1
Science Advances,Integrating Computational Thinking in math courses for 3rd and 4th Grade students with Learning disabilities via Scratch,1
Science Advances,Integrating Computing and Computational Thinking into K-12 STEM Learning,1
Science Advances,"Integrating Mathematical Thinking, Abstract Thinking, and Computational Thinking",1
Science Advances,Integration of computational thinking into English language arts,1
Science Advances,Integrative Biologysignificance,1
Science Advances,International Healthsignificance,1
Science Advances,International Immunologysignificance,1
Science Advances,International Journal for Quality in Health Caresignificance,1
Science Advances,International Journal of Law and Information Technologysignificance,1
