Authors,afiliacion_primer_autor,Cantidad
Mahlooji M.; Beni R.N.; Mehraban F.; Seyedarabi A.,Columbia University,1
"Maiorana, Francesco",Princeton University,1
"Maitz, Katharina and Paleczek, Lisa and Danielowitz, Claudia",Stanford University,1
Mamani-Huanca M.; Martínez S.; López-López Á.; López-Gonzálvez Á.; Albóniga O.E.; Gradillas A.; Barbas C.; González-Ruiz V.,Yale University,1
Mambretti M.; Premoli L.; Lucchini S.; Govetto A.; Carimati F.; Radice P.,Peking University,1
Manikandan R.; Jang H.-G.; Kim C.-S.; Yoon J.-H.; Lee J.; Paik H.-J.; Chang S.-C.,ETH Zurich,1
"Mannila, Linda and Skog, Mia",MIT,1
"Maraza Quispe, Benjamin and Alejandro Oviedo, Olga Melina and Choquehuanca Quispe, Walter and Quispe Flores, Lita Marianela and Caytuiro Silva, Nicolas Esleyder and Choquehuayta Palomino, Sim\'{o}n Angel",University of Melbourne,1
"Martin, Fred and Lee, Irene and Lytle, Nicholas and Sentance, Sue and Lao, Natalie",University of Chicago,1
Maryani I.; Irsalinda N.; Jaya P.H.; Sukma H.H.; Raman A.,Columbia University,1
"Masiulionyte-Dagiene, Vaida",University of Melbourne,1
"Mason, Dave and Khan, Irfan and Farafontov, Vadim",University of Sydney,1
"Masood, Mehreen and Khawaja, Mujtaba Ahmed and Sharif, Muhammad Shehryaar and Iqbal, Omer and Mehmood Butt, Momin and Shahid, Suleman",Imperial College London,1
Massard M.; Saussereau B.; Chirouze C.; Lepiller Q.; Eftimie R.; Perasso A.,Princeton University,1
"McCall, Lauren and Allen, Brittney and Freeman, Jason and Garrett, Stephen and Grossman, Sabrina and Paz, Jed and Edwards, Doug and McKlin, Tom and Lee, Taneisha",University of Cambridge,1
"Meerbaum-Salant, Orni and Haberman, Bruria and Pollack, Sarah",ETH Zurich,1
Mercier É.; D'Aoust P.M.; Eid W.; Hegazy N.; Kabir P.; Wan S.; Pisharody L.; Renouf E.; Stephenson S.; Graber T.E.; MacKenzie A.E.; Delatolla R.,Tsinghua University,1
"Meyer-Baron, Larissa and Stieger, Ramona and Waldvogel, Bettina and Schumann, Nicole and Ruedisueli, Cornelia and Mayr, Franziska",Princeton University,1
"Meza, Federico and V\'{a}squez, Andrea and San Mart\'{\i}n, Daniel",Princeton University,1
"Mike, Koby and Ragonis, Noa and Rosenberg-Kima, Rinat B. and Hazzan, Orit",University of Chicago,1
"Mills, Kelly and Angevine, Colin and Weisgrau, Josh",University of Cambridge,1
Mingzhu Li; Zhangping Lu; Liqing Huang; Canqun He,Peking University,1
"Montero, Calkin Suero",Peking University,1
"Montero, Calkin Suero",Tsinghua University,1
"Moreira Oliveira, Carolina",University of Oxford,1
"Moreno-Le\'{o}n, Jes\'{u}s and Rom\'{a}n-Gonz\'{a}lez, Marcos and Harteveld, Casper and Robles, Gregorio",Stanford University,1
"Moreno-Le\'{o}n, Jesus and Vasco-Gonz\'{a}lez, Margarita and Rom\'{a}n-Gonz\'{a}lez, Marcos and Robles, Gregorio",MIT,1
"Morrison, Briana B. and Dorn, Brian and Friend, Michelle",Princeton University,1
"Moudgalya, Sukanya Kannan and Yadav, Aman and Sands, Philip and Vogel, Sara and Zamansky, Mike",Columbia University,1
"Munasinghe, Bhagya and Bell, Tim and Robins, Anthony",Imperial College London,1
"Munasinghe, Bhagya and Bell, Tim and Robins, Anthony",National University of Singapore,1
"Musabirov, Ilya and Suschevskiy, Vsevolod",California Institute of Technology,1
"Musaeus, Line Have",University of Oxford,1
"Musaeus, Line Have and Musaeus, Peter",Peking University,1
"Musaeus, Line Have and Petersen, Marianne Graves and Klokmose, Clemens Nylandsted and Iversen, Ole Sejer",Yale University,1
"Musaeus, Line Have and S\o{}rensen, Marie-Louise Stisen Kjerstein and Palfi, Blanka S\'{a}ra and Iversen, Ole Sejer and Klokmose, Clemens Nylandsted and Petersen, Marianne Graves",University of Oxford,1
N. A. M. Alharbi; Q. I. Cutts,University of Cambridge,1
N. A. N. Ahamad; I. Ismail; N. H. M. Zain; M. Ismail,University of Sydney,1
N. A. Nunez; G. Cornejo-Meza; S. A. Sánchez,University of Chicago,1
N. Adnan; S. N. H. S. Abdullah; R. J. Raja Yusof; N. F. A. Zainal; F. Qamar; E. Yadegaridehkordi,Tsinghua University,1
N. Ahmadi; M. Jazayeri,Princeton University,1
N. Ahmadi; M. Jazayeri; M. Landoni,University of Melbourne,1
N. Bean; J. Weese; R. Feldhausen; R. S. Bell,University of Hong Kong,1
N. Chuumchuen; K. Surpare,Stanford University,1
N. Dehbozorgi; M. Roopaei,University of Melbourne,1
N. F. Rozali; N. M. Zaid; N. M. Noor; N. H. Ibrahim,MIT,1
N. Fanchamps; L. Slangen; M. Specht; P. Hennissen,Harvard University,1
N. J. Ruzycki; L. Dela Fuente Imperial; K. Dulany; J. Carter; S. N. Kerr; C. A. Danger; L. Arnold,University of Sydney,1
N. K. Jha; P. K. Bhowmik; K. K. Bhagat,Stanford University,1
N. K. Ramsoonder; S. Kinnoo; A. J. Griffin; C. Valli; N. F. Johnson,Harvard University,1
N. Keseric; M. Saguan; G. Hadjee,Peking University,1
N. Mavengere; M. Ruohonen,University of Hong Kong,1
N. Nesiba; E. Pontelli; T. Staley,Imperial College London,1
N. P. Whitehead; W. T. Scherer; M. C. Smith,University of Chicago,1
N. Pellas; S. Vosinakis,Harvard University,1
N. Pierim Pereira; K. dos Santos Silva; V. Odakura,University of Chicago,1
N. R. Ramadhani; A. Mulyanto; G. S. Niwanputri,University of Hong Kong,1
N. Ragonis; O. Hazzan,Imperial College London,1
N. Sharaf; G. Ahmed; A. Adel; S. Abdennadher; K. Berkling,Peking University,1
N. V. Do; H. D. Nguyen,University of Tokyo,1
N. V. M. Diaz; D. A. Trytten; R. Meier; S. Y. Yoon,Yale University,1
N. V. Mendoza Diaz; D. A. Trytten; R. Meier,California Institute of Technology,1
N. V. Mendoza Diaz; R. Meier; D. A. Trytten; S. Yoon Yoon,University of Oxford,1
N. V. Mendoza Diaz; S. Y. Yoon; D. A. Trytten; R. Meier,MIT,1
N. Vasker; M. M. I. Khan; S. S. Dihan; H. A. J. M. Tamim,ETH Zurich,1
N. Yongsatianchot; S. Marsella,Stanford University,1
"Nardelli, Enrico",California Institute of Technology,1
Nguyen B.K.Q.; Pham D.T.N.,Columbia University,1
"Nickerson, Hilarie and Brand, Catharine and Repenning, Alexander",University of Hong Kong,1
"Nicolajsen, Sebastian Mateos and Pischetola, Magda and Grabarczyk, Pawel and Brabrand, Claus",Stanford University,1
"Niemel\""{a}, Pia and Partanen, Tiina and Harsu, Maarit and Lepp\""{a}nen, Leo and Ihantola, Petri",Princeton University,1
"Niousha, Rose and Saito, Daisuke and Washizaki, Hironori and Fukazawa, Yoshiaki",Princeton University,1
Nishiura H.; Fujiwara S.; Imamura A.; Shirasaka T.,Tsinghua University,1
Nor S.R.M.; Samsudin N.S.; Manap M.A.; Norrulashikin S.M.,Imperial College London,1
O. Abdullah; A. Kamaludin; N. S. A. Rahman,MIT,1
O. Adeyemi; B. Hui,University of Chicago,1
O. Mesnard; L. A. Barba,Tsinghua University,1
O. Yaşar,Stanford University,1
Oakley E.; Vintges J.; Abu Hamad B.; Mitu K.; Seager J.; Yadete W.; Jones N.; Baird S.,University of Sydney,1
"Ojeda-Ramirez, Santiago and Parker, Miranda C. and Garcia, Leiny and Tate, Tamara and Villa, Jillian Rae and Warschauer, Mark",Peking University,1
"Okerlund, Johanna and Shaer, Orit and Latulipe, Celine",Harvard University,1
"Om, Chimi and Brereton, Margot and Vella, Kellie and Ploderer, Bernd and Dema, Tshering and Dobson, Madeleine Rose and Murcia, Karen",University of Sydney,1
"Ord\'{o}\~{n}ez Franco, Patricia and Carroll-Miranda, Joseph and L\'{o}pez Delgado, Mar\'{\i}a and Gerena L\'{o}pez, Eliud and Rodr\'{\i}guez G\'{o}mez, Grace",University of Tokyo,1
"Ortiz, Julia and Moreira, Carolina and Menezes, Krissia and Ferrari, Bernardo and Junior, Deogenes and Pereira, Roberto",University of Hong Kong,1
"Ottenbreit-Leftwich, Anne and Yadav, Aman",National University of Singapore,1
"Ouaazki, Abdessalam and Bergram, Kristoffer and Farah, Juan Carlos and Gillet, Denis and Holzer, Adrian",ETH Zurich,1
"Ouyang, Youwen and Hayden, Katherine L. and Remold, Julie",MIT,1
"Ouyang, Youwen and Hayden, Katherine L. and Remold, Julie",Peking University,1
P. -D. Lai; Y. Xiao,University of Hong Kong,1
P. -H. Cheng; H. -C. Chang; F. -H. Chang,Princeton University,1
P. -H. Lin; S. -Y. Chen,Harvard University,1
P. -N. Chou,University of Sydney,1
P. -j. Wang,Yale University,1
P. A. Gadekar; S. V. Tikhe,University of Oxford,1
P. Anitha; S. K. Babu; U. R.; R. R. Bhavani,National University of Singapore,1
P. B. Henderson,California Institute of Technology,1
P. Boechler; C. Artym; E. Dejong; M. Carbonaro; E. Stroulia,ETH Zurich,1
P. C. . -H. Cheng,Harvard University,1
P. Chen; R. Huang,Tsinghua University,1
P. Ciancarini; D. Russo; M. Missiroli,University of Oxford,1
P. Gao; M. Lu; H. Zhao; M. Li,University of Toronto,1
P. Garcia; A. Jackson; L. -A. Jacobs,Harvard University,1
P. Gou; W. Zhang; Y. Han,National University of Singapore,1
P. J. Denning,ETH Zurich,1
P. J. Denning; M. Tedre,Columbia University,1
P. J. Denning; M. Tedre,ETH Zurich,1
P. J. Denning; M. Tedre,Imperial College London,2
P. J. Denning; M. Tedre,MIT,1
P. J. Denning; M. Tedre,National University of Singapore,1
P. J. Denning; M. Tedre,Peking University,1
P. J. Denning; M. Tedre,Princeton University,2
P. J. Denning; M. Tedre,Tsinghua University,1
P. J. Denning; M. Tedre,University of Cambridge,2
P. J. Denning; M. Tedre,University of Chicago,1
P. J. Denning; M. Tedre,University of Oxford,2
P. J. Denning; M. Tedre,University of Toronto,2
P. Kamthan; N. Shahmir,University of Oxford,1
P. Karampiperis; A. Koukourikos; E. Koliopoulou,Yale University,1
P. Karimi; M. L. Maher; K. Grace; N. Davis,University of Oxford,1
P. Ko,Imperial College London,1
P. Larsson; M. -V. Apiola; M. -J. Laakso,MIT,1
P. Olivier; K. Nakata,University of Toronto,1
P. Padmanabhan; A. Baez; C. Caiseda; K. McLane; N. Ellanki; P. Seshaiyer; B. Kwon; E. Massawe,California Institute of Technology,1
P. Perez-Murueta; L. H. González-Guerra,University of Cambridge,1
P. Pine; L. I. Paina,University of Melbourne,1
P. Plaza; M. Castro; J. M. Sáez-López; E. Sancristobal; R. Gil; A. Menacho; F. García-Loro; B. Quintana; S. Martin; M. Blázquez; A. Macho; P. Baizán; F. Mur; G. Carro; C. Pérez; R. Carrasco; Á. López-Rey; M. Rodriguez-Artacho; J. A. Ruipérez-Valiente,University of Toronto,1
P. Saariluoma; A. Karvonen,University of Oxford,1
P. Seisenbekova; A. Shayakhmetova; M. Othman,University of Chicago,1
P. Silapachote; A. Srisuphab,Yale University,1
P. Silapachote; A. Srisuphab; A. Hoonlor; T. Sunetnanta,University of Hong Kong,1
P. Snalune,MIT,1
P. Sosnin,University of Tokyo,1
P. Sosnin; A. Kulikova,Stanford University,1
P. Srisangngam; C. Dechsura,Tsinghua University,1
P. Toth,California Institute of Technology,1
P. W. Kim,University of Hong Kong,1
P. Wang,ETH Zurich,1
P. Wentworth,Princeton University,1
P. Wentworth,University of Toronto,1
P. Y. Arslan; F. Kayali,University of Tokyo,1
P. Yadav; I. Charalampidis; J. Cohen; J. Darlington; F. Grey,University of Sydney,1
P. Zhou; Y. Tang; Y. Zhang; Y. Yu; Y. Li,Columbia University,1
P. Šaloun; M. Kolárová; D. Andrešič; M. Malčik; M. Klement,University of Melbourne,1
Pacheco J.; Casado S.,University of Cambridge,1
"Padhye, Harsh and Gibson, Rachel and Bull, Glen and Nguyen, N. Rich",Peking University,1
Palandri L.; Rizzi C.; Vandelli V.; Filippini T.; Ghinoi A.; Carrozzi G.; Girolamo G.D.; Morlini I.; Coratza P.; Giovannetti E.; Russo M.; Soldati M.; Righi E.; Azzalini D.; Barbieri R.; Bechtold P.; Borsari L.; Creola G.; Ferrari A.; Ferrari D.; Ferrari E.; Fioretti E.; Gatti M.G.; Iacuzio L.; Iseppi R.; Lugli C.; Monti M.; Morciano M.,Tsinghua University,1
"Palts, Tauno and Pedaste, Margus",University of Chicago,1
"Paludo, Giulia and Montresor, Alberto",MIT,1
Pan Y.; Zuo Z.; Huang X.; Zhu R.,Stanford University,1
"Panoff, Robert Michael",University of Hong Kong,1
"Parkinson, Jack",National University of Singapore,1
"Pasterk, Stefan and Benke, Gertraud",Harvard University,1
Paul; Eldabi; Kuljis,ETH Zurich,1
Pei-Jin Wang; Yi-Bin Song,Peking University,1
Peijin Wang; Yibin Song,ETH Zurich,1
"Pel\'{a}nek, Radek and Effenberger, Tom\'{a}\v{s}",University of Melbourne,1
"Pellar-Kosbar, Meara and Gaines, Dylan and Monroe, Lauren and Rospierski, Alec and Martin, Alexander and Vigna, Ben and Stewart, Devin and Perttunen, Jared and Voss, Calvin and Pastel, Robert and Ureel, Leo C.",University of Toronto,1
"Peteranetz, Markeya S. and Morrow, Patrick M. and Soh, Leen-Kiat",National University of Singapore,1
"Pietros, Jennifer and Sweetman, Sara and Shim, Minsuk",University of Cambridge,1
"Pinto-Llorente, Ana M and Mart\'{\i}n, Sonia Casillas and Gonz\'{a}lez, Marcos Cabezas and Garc\'{\i}a-Pe\~{n}alvo, Francisco Jos\'{e}",University of Cambridge,1
"Pires, Ana Cristina and Rocha, Filipa and Guerreiro, Tiago and Nicolau, Hugo",University of Hong Kong,1
"Pokorny, Kian L. and White, Nathan",University of Oxford,1
"Pollock, Lori and Mouza, Chrystalla and Guidry, Kevin R. and Pusecker, Kathleen",Columbia University,1
Protti A.; Madotto F.; Florio G.; Bove T.; Carlesso E.; Casella G.; Dalla Corte F.; Foti G.; Giudici R.; Langer T.; Montalto C.; Rezoagli E.; Santini A.; Terragni P.; Zanella A.; Grasselli G.; Cecconi M.,University of Sydney,1
"Psycharis, Sarantos and Kotzampasaki, Evangelia",Columbia University,1
"Pulimood, Monisha",University of Tokyo,1
"Pulimood, Sarah Monisha and Pearson, Kim and Bates, Diane C.",University of Melbourne,1
Q. Burke; J. Roschelle; C. Angevine; K. A. O’Donnell; K. Smith; J. Weisgrau,Tsinghua University,1
Q. Burke; J. Roschelle; C. Bailey; C. Angevine; J. Weisgrau; K. Mills,California Institute of Technology,1
Q. Chen; L. Wang; P. Yu; D. Zhou,University of Oxford,1
Q. Li; B. Li,Harvard University,1
Q. Luo; S. Zhang,Stanford University,1
Q. Yang; M. Tang; S. Sun,Stanford University,1
Q. Zhang; J. Pan; S. -d. Chan; Y. Yan,University of Sydney,1
Q. Zhao; Y. Wang; Q. Liu,Harvard University,1
"Quan, Yujuan and Liu, Xiaoli and Lin, Longxin",Stanford University,1
R. A. Fiorini,National University of Singapore,1
R. A. Fiorini,Stanford University,1
R. A. Fiorini,University of Sydney,1
R. A. Fiorini,University of Tokyo,2
R. Almeida; T. Pessoa,MIT,1
R. Almeida; T. Pessoa; A. Gomes,Harvard University,1
R. Araújo; E. Anjos; D. R. Silva,Tsinghua University,1
R. B. Silva-López; J. Fallad; J. A. Reyes-Ortiz; M. Bravo; J. Rodriguez,Harvard University,1
R. Banerjee; J. Tarazi; M. J. A. Ahli,ETH Zurich,1
R. Banerjee; S. K. Pal,Harvard University,1
R. Burbaitė; V. Drąsutė; V. Štuikys,University of Hong Kong,1
R. Costa; A. C. Neto; C. Araújo; P. R. Henriques,University of Oxford,1
R. D. Handayani; A. D. Lesmono; S. B. Prastowo; B. Supriadi; N. M. Dewi,MIT,1
R. D. Handayani; S. B. Prastowo; Jamalludin; Triyanto; M. A. Thohir,Stanford University,1
R. Delgado; S. Yacchirema; F. Coral; J. Celi,University of Chicago,1
R. Dias; A. Costa; J. Malaquias; M. Camara,University of Chicago,1
R. F. Z. Muñoz; J. A. H. Alegría; G. Robles,University of Toronto,1
R. Folk; G. Lee; A. Michalenko; A. Peel; E. Pontelli,Stanford University,1
R. G. Patil; S. Z. Ali,Harvard University,1
R. Giles; P. Tamayo,Peking University,1
R. Herrero-Álvarez; E. Callejas-Castro; G. Miranda; C. León,University of Cambridge,1
R. Herrero-Álvarez; G. Miranda; C. León; E. Segredo,Columbia University,1
R. Ismail; T. A. Steinbach; C. S. Miller,University of Toronto,1
R. J. Haddad; Y. Kalaani,Stanford University,1
R. J. Ramteke; S. S. Gharde; D. D. Bage; A. P. Dongre,Yale University,1
R. J. Rao; C. Stewart; A. Perez; S. M. Renganathan,Stanford University,1
R. J. Toedte; M. Aydeniz,University of Cambridge,1
R. Juan,National University of Singapore,1
R. Juxiang; N. Zhihong,California Institute of Technology,1
R. K. Swain; N. K. Kamila; B. B. Misra,University of Melbourne,1
R. Kong; G. K. W. Wong,National University of Singapore,1
R. Larimore; A. Yadav; K. Rich; N. Shah,Stanford University,1
R. M. Gazoni,University of Toronto,1
R. M. Leite; R. Barwaldt; D. B. Espíndola; M. Pias,MIT,1
R. Marciano; S. Agarrat; H. Frisch; M. R. Hunt; K. Jain; G. Kocienda; H. Krauss; C. Liu; M. McKinley; D. Mir; C. Mullane; E. Patterson; D. Pradhan; J. Santos; B. Schams; H. S. Y. Shiue; A. J. Silva; M. Suri; T. Turabi; M. Vasselli; J. Xu,University of Cambridge,1
R. Marciano; W. Underwood; M. Hanaee; C. Mullane; A. Singh; Z. Tethong,MIT,1
R. Maruyama; M. Kayama; T. Nagai; K. Otaku; N. Taguchi,Harvard University,1
R. Mihalcea; C. Strapparava,Columbia University,1
R. Motschnig; D. Pfeiffer; A. Gawin; P. Gawin; M. Steiner; L. Streli,University of Sydney,1
R. Munoz; R. Villarroel; T. S. Barcelos; F. Riquelme; Á. Quezada; P. Bustos-Valenzuela,Yale University,1
R. Munoz; T. S. Barcelos; R. Villarroel; I. F. Silveira,ETH Zurich,1
R. Munoz; T. Schumacher Barcelos; R. Villarroel,University of Cambridge,1
R. Niousha; D. Saito; H. Washizaki; Y. Fukazawa,Tsinghua University,1
R. Nobnop; N. Chondamrongkul; P. Temdee,National University of Singapore,1
R. Oxman,MIT,1
R. P. Curasma; H. Paucar Curasma,Tsinghua University,1
R. P. Curasma; K. O. Villalba-Condori; N. J. Jara; R. Q. Llamoca; J. C. C. Chávez; M. D. P. Ponce-Aranibar,Harvard University,1
R. P. Curasma; N. J. Jara; H. P. Curasma; V. C. Ornetta,National University of Singapore,1
R. Paucar-Curasma; K. O. Villalba-Condori; N. J. Jara; R. Q. Llamoca; R. F. U. Tovar; K. F. C. Malpartida,University of Oxford,1
R. Quintero-Manes; C. Vieira; N. Hernandez-Vargas,Imperial College London,1
R. Ravikumar; P. Sadhwani,University of Toronto,1
R. Sasamal; R. K. Shial,Columbia University,1
R. Sharma; B. Ribeiro; A. M. Pinto; F. A. Cardoso,Harvard University,1
R. Sharma; B. Ribeiro; A. M. Pinto; F. A. Cardoso,MIT,1
R. Sharma; B. Ribeiro; A. Miguel Pinto; F. Amílcar Cardoso,MIT,1
R. Sharma; S. Palaskar; A. W. Black; F. Metze,Harvard University,1
R. Tao; J. Tian; Y. Liang,University of Tokyo,1
R. Trujillo-Cabezas,MIT,1
R. Vinayakumar; K. P. Soman; P. Menon,ETH Zurich,1
R. Vinayakumar; K. Soman; P. Menon,MIT,1
R. Vinayakumar; K. Soman; P. Menon,National University of Singapore,1
R. Vinayakumar; K. Soman; P. Menon,Stanford University,1
R. Vinayakumar; K. Soman; P. Menon,Tsinghua University,1
R. Vinayakumar; K. Soman; P. Menon,University of Chicago,1
R. Vinayakumar; K. Soman; P. Menon,University of Sydney,1
R. Vinayakumar; K. Soman; P. Menon,University of Toronto,1
R. W. Vuduc; K. Czechowski; A. Chandramowlishwaran; J. W. Choi,ETH Zurich,1
R. Y. -Y. Chan; V. Y. H. Choi; Q. Cao; M. L. H. Wong; S. Yan; C. K. Y. Chan,Tsinghua University,1
R. Yanna; L. Suhong,Imperial College London,1
R. Ősz; J. Fodor,National University of Singapore,1
Rahman A.; Noviarini C.; Suryawan I.W.K.; Septiariva I.Y.,ETH Zurich,1
"Ram\'{\i}rez-Montoya, Mar\'{\i}a Soledad and Buenestado-Fern\'{a}ndez, Mariana and Ibarra-Vazquez, Gerardo",University of Chicago,1
Ramezani K.; dehaj F.M.; Hosseinzadeh Hejazi S.A.,University of Oxford,1
"Rangel, Alessandra and Coenraad, Merijke and Ruiz, Pati and Dunbar, Kyle and Milenkovic, Lisa and Arriola, Sheryl and Marousky, Annmargareth",Tsinghua University,1
"Ranjan, Krithik and Gyory, Peter and Rivera, Michael L and Do, Ellen Yi-Luen",National University of Singapore,1
"Ray, Meg",Harvard University,1
Razi N.F.M.; Sarkam N.A.; Mohammad N.H.; Azmi A.Z.; Wahab J.A.; Baharun N.H.,Harvard University,1
"Relkin, Emily",Princeton University,1
Ren S.; Liu X.; Huang Y.; Zhu C.; Zhu W.; Dong H.,University of Toronto,1
Ren Yiwei; Ren Xia,Princeton University,1
"Repenning, Alexander",University of Chicago,1
"Rich, Kathryn M.",University of Hong Kong,1
"Rich, Peter J. and Egan, Garrett and Ellsworth, Jordan",University of Melbourne,1
"Ritter, Frauke and Standl, Bernhard",University of Chicago,1
"Rode, Jennifer A. and Marshall, Andrea and Weibert, Anne and Aal, Konstantin and von Rekowski, Thomas and Elmimouni, Houda and Sharma, Akshay and Jobs, Jordan and Schleeter, Alexis and Booker, Jennifer",Columbia University,1
"Rode, Jennifer A. and Weibert, Anne and Marshall, Andrea and Aal, Konstantin and von Rekowski, Thomas and Elmimouni, Houda and Booker, Jennifer",Tsinghua University,1
"Rodriguez, Brandon and Kennicutt, Stephen and Rader, Cyndi and Camp, Tracy",Stanford University,1
"Rojas L\'{o}pez, Arturo and Garc\'{\i}a-Pe\~{n}alvo, Francisco Jos\'{e}",California Institute of Technology,1
"Rojas-L\'{o}pez, Arturo and Garc\'{\i}a-Pe\~{n}alvo, Francisco J.",National University of Singapore,1
"Rojas-L\'{o}pez, Arturo and Garc\'{\i}a-Pe\~{n}alvo, Francisco J.",Peking University,1
"Rojas-L\'{o}pez, Arturo and Garc\'{\i}a-Pe\~{n}alvo, Francisco Jos\'{e}",Tsinghua University,1
"Rom\'{a}n-Gonz\'{a}lez, Marcos and P\'{e}rez-Gonz\'{a}lez, Juan-Carlos and Moreno-Le\'{o}n, Jes\'{u}s and Robles, Gregorio",Peking University,1
"Rowe, Elizabeth and Asbell-Clarke, Jodi and Baker, Ryan and Gasca, Santiago and Bardar, Erin and Scruggs, Richard",Peking University,1
"Rowe, Elizabeth and Asbell-Clarke, Jodi and Cunningham, Kathryn and Gasca, Santiago",Peking University,1
"Rowe, Elizabeth and Asbell-Clarke, Jodi and Gasca, Santiago and Cunningham, Kathryn",University of Oxford,1
Rozani N.H.A.; Tap F.M.; Majid F.A.A.; Mokhtar N.A.; Khairudin N.B.A.,California Institute of Technology,1
"Ryu, Miyoung and Han, SeonKwan",University of Melbourne,1
S. -Y. Wu,University of Toronto,1
S. A. Buchanan; J. L. Wachtel; J. A. Stevenson,University of Hong Kong,1
S. A. Buchanan; K. F. Gracy; J. Kitchens; R. Marciano,ETH Zurich,1
S. Aathreya; L. Jivnani; S. Srivastava; S. Hinduja; S. Canavan,University of Hong Kong,1
S. Arwatchananukul; P. Jakkaew; W. Intayoad; N. Aunsri,California Institute of Technology,1
S. Chai; W. Ying; R. Wan,University of Chicago,1
S. Chernyshenko,University of Tokyo,1
S. Chookaew; S. Howimanporn; P. Pratumsuwan; S. Hutamarn; W. Sootkaneung; C. Wongwatkit,University of Cambridge,1
S. Davies,Tsinghua University,1
S. De,Yale University,1
S. Erete; N. Pinkard; C. K. Martin; J. Sandherr,University of Chicago,1
S. Fan; J. Song; Y. Zhang; Z. He,Harvard University,1
S. Feng; D. Yang,Princeton University,1
S. Fidanova; O. Roeva; M. Ganzha,Harvard University,1
S. Ghosh; A. Konar; A. K. Nagar,University of Toronto,1
S. Ghosh; L. Ghosh; A. Konar; A. K. Nagar,Columbia University,1
S. Gross; M. Kim; J. Schlosser; C. Mohtadi; D. Lluch; D. Schneider,University of Hong Kong,1
S. H. Rubin,University of Tokyo,1
S. Hug; S. Eyerman; R. Cota; E. Pontelli,University of Toronto,1
S. I. Ching Wang; E. Zhi Feng Liu; Y. Y. Huang; H. Yu Sang,University of Tokyo,1
S. Jacob; C. Baek; M. Warschauer,University of Toronto,1
S. Jacob; H. Nguyen; D. Richardson; M. Warschauer,University of Chicago,1
S. Jacob; H. Nguyen; L. Garcia; D. Richardson; M. Warschauer,ETH Zurich,1
S. Jiang; G. K. W. Wong,Peking University,1
S. Kim; S. Han; H. Kim,Tsinghua University,1
S. Kumar; Y. H. K; N. Kumar Sharma; M. Bajaj; D. Naithani; M. Maindola,Princeton University,1
S. L. Hepner; T. E. Carlson,University of Toronto,1
S. L. Ong; J. P. W. Ling,Yale University,1
S. Li; J. Z. Li; F. Hardley,University of Melbourne,1
S. M. S. Azman; M. Arsat; H. Mohamed,University of Hong Kong,1
S. M. Tisha; R. A. Oregon; G. Baumgartner; F. Alegre; J. Moreno,University of Hong Kong,1
S. Maghsudi; M. Davy,University of Oxford,1
S. Marsella; J. Gratch; N. Wang; B. Stankovic,National University of Singapore,1
S. N. Mwendia,National University of Singapore,1
S. Ozawa; A. Minato; M. Itaba; S. Murayama; S. B. Quarmal,Peking University,1
S. P. Francis; V. Kanikkolil; K. Achuthan,Princeton University,1
S. Pacheco-Portuguez; A. Gonzalez-Torres; L. Sancho-Chavarria; I. Trejos-Zelaya; J. Monge-Fallas; J. Navas-Su; A. J. Cañas; A. Rodríguez; C. A. Chinchilla,Tsinghua University,1
S. Papavlasopoulou; M. N. Giannakos; L. Jaccheri,University of Melbourne,1
S. Prokhorov; I. Kulikovskikh,Columbia University,1
S. Psycharis; K. Kalovrektis; A. Xenakis; I. Paliokas; M. Patrinopoulos; P. Georgiakakis; P. Iatrou; P. Theodorou; T. Papageorgiou; V. Ntourou,National University of Singapore,1
S. Reiser; R. Bruce,University of Toronto,1
S. Rijo-García; E. Segredo; C. León,University of Tokyo,1
S. S. Rawat; L. Rajamani,Tsinghua University,1
S. Saenboonsong; A. Poonsawad,University of Tokyo,1
S. Se; Ashwini B; A. Chandran; Soman K.P,University of Oxford,1
S. Sonsilphong; A. Sonsilphong; D. Hormdee; P. Sae-Joo,University of Sydney,1
S. Swaid; T. Suid,University of Tokyo,1
S. Taylor; W. Min; B. Mott; A. Emerson; A. Smith; E. Wiebe; J. Lester,Princeton University,1
S. Trilles; A. Monfort-Muriach; E. Cueto-Rubio; C. López-Girona; C. Granell,University of Tokyo,1
S. Ubaydullayeva; D. Ubaydullayeva; R. Gaziyeva; Z. Gulyamova; G. Tadjiyeva; N. Kadirova,California Institute of Technology,1
S. Wu,University of Cambridge,1
S. X. Yin,MIT,1
S. Xue; D. Shen; E. Zhang; D. Bao,National University of Singapore,1
S. Yamashita; S. Takato,University of Oxford,1
S. Yao; Q. Guo,MIT,1
S. Zhang; C. Stewart,National University of Singapore,1
S. Zhang; G. K. W. Wong,Yale University,1
S. Zhang; G. K. W. Wong; G. Pan,California Institute of Technology,1
S. Zhang; X. Fang; F. Yuan; T. Zhou,Peking University,1
S. Zhao; G. Zhao; Q. Wang,Stanford University,1
"S\o{}rensen, Marie-Louise Stisen Kjerstein and Fog, Bjarke Vognstrup and Musaeus, Line Have and Petersen, Marianne Graves",University of Toronto,1
"Sabitzer, Barbara and Demarle-Meusel, Heike",California Institute of Technology,1
"Sabitzer, Barbara and Demarle-Meusel, Heike and Rottenhofer, Marina",University of Tokyo,1
"Saito-Stehberger, Dana",California Institute of Technology,1
